location,district,rooms,size,level,max_levels,price
"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,4,105,8,9,50000
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,75,3,4,51000
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,2,55,4,4,38000
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,4,102,5,12,53000
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,5,92,5,5,50000
"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,63,6,8,41000
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,3,67,4,4,70000
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,68,5,9,40500
"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,2,50,3,5,36000
"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,2,50,2,5,34500
"город Ташкент, Чиланзарский район, Чиланзар-8",Чиланзарский,2,54,2,5,36000
"город Ташкент, Юнусабадский район, Ахмад Даниш",Юнусабадский,3,78,5,9,65000
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,50,3,5,35500
"город Ташкент, Чиланзарский район, Чиланзар-9",Чиланзарский,2,54,2,5,36000
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,4,110,3,4,105000
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,3,82,3,9,63500
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,84,5,5,55000
"город Ташкент, Учтепинский район, Чиланзар-24",Учтепинский,2,42,4,5,31500
"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Учтепинский,4,78,3,4,53500
"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Чиланзарский,3,65,2,5,48000
"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Чиланзарский,2,46,1,5,34500
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Чиланзарский,3,65,4,4,49000
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Учтепинский,2,47,1,4,42000
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,48,1,5,48000
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Учтепинский,4,75,3,4,61000
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Учтепинский,2,54,1,5,80000
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,3,118,3,4,86000
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,3,95,4,4,90000
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,3,93,4,5,80000
"город Ташкент, Чиланзарский район, Чиланзар квартал И",Чиланзарский,3,75,1,4,64000
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,4,93,8,9,52000
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,70,1,9,60000
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,3,60,2,4,44000
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,3,68,4,4,35000
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Чиланзарский,2,60,9,9,32000
