,district,rooms,size,level,max_levels,price
2098,Мирзо-Улугбекский,1,38.51,3,4,21000.0
2099,Мирзо-Улугбекский,2,50.0,4,4,26500.0
2100,Юнусабадский,4,86.0,2,4,74000.0
2101,Яккасарайский,5,116.0,3,9,88000.0
2102,Мирзо-Улугбекский,2,51.0,4,4,25500.0
2103,Яккасарайский,3,76.0,5,9,43500.0
2104,Мирзо-Улугбекский,1,34.0,4,4,20500.0
2105,Мирзо-Улугбекский,3,70.0,2,4,36000.0
2106,Янгихаётский,2,28.0,1,4,23000.0
2107,Яккасарайский,2,52.0,4,5,32500.0
2108,Шайхантахурский,3,72.0,2,9,58500.0
2109,Мирзо-Улугбекский,3,110.0,4,7,158000.0
2110,Яшнободский,2,58.0,5,5,31000.0
2111,Яккасарайский,5,113.0,4,5,70000.0
2112,Мирабадский,2,50.0,5,6,60000.0
2113,Яшнободский,2,62.0,7,9,33500.0
2114,Сергелийский,2,43.0,2,7,31000.0
2115,Юнусабадский,1,34.0,3,4,24500.0
2116,Мирзо-Улугбекский,3,80.0,7,8,70000.0
2117,Яшнободский,3,75.0,4,9,53000.0
2118,Мирабадский,3,67.0,2,4,60000.0
2119,Мирзо-Улугбекский,1,35.0,3,5,32500.0
2120,Мирзо-Улугбекский,3,88.0,5,9,105000.0
2121,Чиланзарский,4,80.0,3,5,45000.0
2123,Юнусабадский,5,105.0,3,5,95000.0
2124,Яккасарайский,3,90.0,5,5,45000.0
2125,Чиланзарский,3,91.0,3,4,49000.0
2126,Мирзо-Улугбекский,4,95.0,7,9,50000.0
2127,Чиланзарский,1,24.0,3,3,20000.0
2128,Мирабадский,3,85.0,5,9,74000.0
2129,Учтепинский,4,92.0,3,4,62000.0
2130,Яккасарайский,1,44.0,2,9,27000.0
2131,Сергелийский,2,62.0,2,9,37000.0
2132,Мирабадский,2,55.0,3,4,51000.0
2133,Мирабадский,2,62.0,3,9,53000.0
2134,Чиланзарский,3,67.0,4,4,35500.0
2135,Учтепинский,2,64.0,3,5,38000.0
2136,Мирабадский,1,42.0,5,6,60000.0
2137,Яшнободский,4,100.0,3,4,145000.0
2138,Учтепинский,2,63.0,9,9,33000.0
2139,Мирзо-Улугбекский,1,40.0,3,3,32500.0
2140,Мирзо-Улугбекский,1,40.0,3,3,32500.0
2141,Мирзо-Улугбекский,1,18.0,4,4,12000.0
2142,Чиланзарский,4,100.0,4,9,95000.0
2143,Мирзо-Улугбекский,1,41.0,3,4,31000.0
2144,Мирзо-Улугбекский,1,39.0,1,4,26000.0
2145,Мирзо-Улугбекский,1,24.0,2,4,13500.0
2146,Мирзо-Улугбекский,1,33.0,3,5,25500.0
2147,Мирзо-Улугбекский,2,45.0,2,4,33505.0
2148,Яккасарайский,5,116.0,3,9,88000.0
2149,Мирзо-Улугбекский,2,60.0,1,5,46000.0
2151,Яккасарайский,2,42.0,5,9,23500.0
2152,Яккасарайский,2,43.0,5,9,25500.0
2153,Яккасарайский,2,54.0,2,9,29500.0
2154,Яккасарайский,2,64.0,1,5,42000.0
2155,Яккасарайский,4,96.0,2,5,84000.0
2156,Чиланзарский,1,30.0,1,4,24500.0
2157,Яккасарайский,4,110.0,4,8,71800.0
2158,Яккасарайский,2,36.0,2,5,37000.0
2159,Мирабадский,3,100.0,3,7,130000.0
2160,Сергелийский,2,50.0,1,4,37000.0
2161,Мирзо-Улугбекский,2,65.0,5,5,37000.0
2162,Чиланзарский,3,88.0,6,8,55000.0
2163,Мирзо-Улугбекский,2,64.0,5,5,34000.0
2164,Мирабадский,4,100.0,7,9,105000.0
2165,Мирзо-Улугбекский,3,69.0,4,4,47000.0
2166,Мирзо-Улугбекский,2,59.0,3,5,44000.0
2167,Мирзо-Улугбекский,3,62.0,3,4,37000.0
2168,Яккасарайский,2,36.0,2,4,29500.0
2169,Яккасарайский,2,51.0,4,4,33500.0
2170,Мирабадский,1,38.0,2,9,37000.0
2171,Яккасарайский,2,59.0,1,2,33500.0
2172,Яккасарайский,2,42.0,2,2,34500.0
2173,Яккасарайский,2,45.0,1,2,40000.0
2174,Мирабадский,2,52.0,8,8,87000.0
2175,Яккасарайский,2,53.0,1,9,36500.0
2176,Мирабадский,4,120.0,2,8,145000.0
2177,Яккасарайский,3,106.0,4,6,138000.0
2178,Яккасарайский,2,42.0,1,2,37000.0
2179,Яккасарайский,4,100.0,7,9,60000.0
2180,Яккасарайский,1,40.0,2,5,27500.0
2182,Мирабадский,3,105.0,2,8,172000.0
2183,Юнусабадский,3,70.0,4,4,64500.0
2184,Мирабадский,4,98.0,1,4,64000.0
2185,Яккасарайский,2,56.0,4,4,37000.0
2186,Мирабадский,2,50.0,3,5,38500.0
2187,Мирзо-Улугбекский,3,74.0,8,9,50000.0
2188,Яккасарайский,4,131.0,7,8,85000.0
2189,Мирзо-Улугбекский,2,60.0,3,9,53000.0
2190,Мирабадский,4,147.0,3,12,136500.0
2191,Юнусабадский,1,42.0,4,4,25000.0
2192,Мирзо-Улугбекский,3,65.0,4,5,41500.0
2193,Учтепинский,1,42.0,4,5,25500.0
2194,Мирзо-Улугбекский,3,74.0,2,9,58000.0
2195,Учтепинский,2,58.0,2,5,33800.0
2196,Мирзо-Улугбекский,2,50.0,1,4,36500.0
2197,Чиланзарский,3,90.0,5,9,39500.0
2198,Мирабадский,2,62.0,9,9,57000.0
2199,Мирзо-Улугбекский,2,64.0,1,4,65000.0
2200,Чиланзарский,3,67.0,4,4,35500.0
2201,Мирабадский,4,120.0,1,4,135000.0
2202,Яккасарайский,2,54.0,1,2,37000.0
2203,Яшнободский,3,63.0,4,5,43500.0
2204,Яккасарайский,2,55.0,4,5,37000.0
2205,Яккасарайский,2,60.0,8,9,37000.0
2206,Яккасарайский,2,48.0,1,4,37500.0
2207,Юнусабадский,2,60.0,2,4,75000.0
2208,Мирзо-Улугбекский,2,47.0,3,9,46500.0
2209,Мирзо-Улугбекский,2,40.0,2,5,40000.0
2210,Юнусабадский,2,55.0,5,5,31500.0
2211,Мирзо-Улугбекский,2,50.0,2,4,32000.0
2212,Мирзо-Улугбекский,2,55.0,4,4,32000.0
2213,Мирзо-Улугбекский,2,60.0,2,4,42000.0
2214,Мирзо-Улугбекский,1,24.0,3,4,15000.0
2215,Юнусабадский,3,81.0,4,4,61500.0
2216,Мирзо-Улугбекский,2,65.0,3,9,60000.0
2217,Яккасарайский,2,52.0,9,12,38500.0
2218,Олмазорский,3,113.0,3,4,80000.0
2219,Мирзо-Улугбекский,2,60.0,1,4,39000.0
2220,Чиланзарский,2,51.0,1,4,36500.0
2221,Учтепинский,2,50.0,1,4,36500.0
2222,Мирабадский,4,130.0,3,9,105000.0
2223,Мирзо-Улугбекский,2,55.0,5,5,33000.0
2224,Мирабадский,3,113.0,5,5,65000.0
2225,Чиланзарский,2,50.0,5,5,42000.0
2226,Чиланзарский,2,51.0,1,4,39500.0
2227,Чиланзарский,5,100.0,2,4,68000.0
2228,Учтепинский,2,54.0,3,5,35000.0
2229,Мирзо-Улугбекский,3,75.0,3,4,67000.0
2231,Яккасарайский,2,48.0,1,4,39000.0
2232,Юнусабадский,3,125.0,3,9,82000.0
2233,Яккасарайский,2,53.0,9,12,39000.0
2234,Юнусабадский,2,60.0,2,9,55000.0
2235,Яккасарайский,2,53.0,5,8,43000.0
2236,Юнусабадский,4,160.0,3,9,105000.0
2237,Яккасарайский,2,42.0,2,2,39000.0
2238,Яккасарайский,2,40.0,1,4,40000.0
2239,Яккасарайский,2,55.0,3,9,40000.0
2240,Мирабадский,2,50.0,4,4,47000.0
2241,Яккасарайский,2,50.0,2,2,41000.0
2242,Чиланзарский,1,30.0,2,4,25700.0
2244,Мирзо-Улугбекский,1,26.0,3,4,22500.0
2245,Сергелийский,2,52.0,2,5,36500.0
2246,Мирзо-Улугбекский,3,80.0,1,4,110000.0
2247,Мирзо-Улугбекский,1,40.0,5,5,26500.0
2248,Мирзо-Улугбекский,1,40.0,4,4,25000.0
2249,Шайхантахурский,4,100.0,5,9,76000.0
2250,Мирзо-Улугбекский,2,50.0,3,4,42000.0
2251,Яккасарайский,2,52.0,4,4,41000.0
2252,Мирабадский,2,65.0,2,4,66000.0
2253,Мирзо-Улугбекский,4,140.0,4,5,105000.0
2254,Яккасарайский,2,48.0,2,3,42000.0
2255,Мирабадский,1,45.0,1,4,42000.0
2256,Шайхантахурский,2,74.0,8,9,65000.0
2257,Чиланзарский,2,55.0,2,2,44000.0
2258,Мирзо-Улугбекский,1,40.0,1,4,24000.0
2259,Мирзо-Улугбекский,1,36.0,2,4,25000.0
2260,Мирзо-Улугбекский,1,18.0,4,4,12000.0
2261,Мирзо-Улугбекский,1,31.0,2,3,20000.0
2262,Юнусабадский,3,72.0,3,4,75000.0
2263,Юнусабадский,3,75.0,1,4,107000.0
2264,Юнусабадский,1,43.0,7,9,38000.0
2265,Юнусабадский,4,279.0,1,3,150000.0
2266,Яшнободский,1,52.0,4,5,57000.0
2267,Яккасарайский,2,50.0,7,8,45000.0
2268,Яккасарайский,2,53.0,4,5,46000.0
2269,Мирабадский,3,85.0,2,5,78000.0
2270,Яккасарайский,2,55.0,2,4,146000.0
2271,Мирабадский,3,80.0,3,5,72000.0
2272,Мирабадский,3,75.0,4,5,55000.0
2273,Юнусабадский,1,43.0,1,4,47500.0
2274,Юнусабадский,3,75.0,1,4,95000.0
2275,Мирзо-Улугбекский,3,110.0,5,5,105000.0
2276,Яшнободский,3,86.0,4,9,89000.0
2277,Яккасарайский,2,69.0,4,9,47000.0
2278,Олмазорский,3,70.0,6,7,57000.0
2279,Мирзо-Улугбекский,2,60.0,3,5,45000.0
2280,Яшнободский,3,80.0,1,5,78000.0
2281,Мирабадский,4,100.0,4,4,68000.0
2282,Яккасарайский,2,68.0,9,9,47000.0
2283,Яккасарайский,2,66.0,2,9,47000.0
2284,Мирабадский,5,110.0,8,9,83000.0
2285,Яшнободский,3,75.0,6,9,82000.0
2286,Яккасарайский,2,50.0,2,3,47000.0
2287,Яккасарайский,2,56.0,4,4,47000.0
2288,Мирабадский,4,145.0,5,9,120000.0
2289,Яккасарайский,2,60.0,5,9,48000.0
2290,Яккасарайский,2,51.0,4,4,49500.0
2291,Яккасарайский,2,65.0,2,8,75000.0
2292,Яккасарайский,2,51.0,5,5,51000.0
2293,Мирзо-Улугбекский,3,75.0,1,4,90000.0
2294,Мирабадский,3,80.0,4,4,88000.0
2295,Мирабадский,2,65.0,9,9,55000.0
2296,Яшнободский,2,65.0,5,5,68000.0
2297,Юнусабадский,3,75.0,4,4,55000.0
2298,Юнусабадский,1,42.0,1,4,50000.0
2299,Мирабадский,1,42.0,1,9,46000.0
2300,Мирабадский,2,68.0,5,5,44000.0
2301,Мирабадский,4,120.0,1,2,130000.0
2302,Яшнободский,2,65.0,1,5,71000.0
2303,Яшнободский,4,95.0,4,5,91000.0
2304,Яшнободский,4,100.0,1,5,98000.0
2305,Мирабадский,2,50.0,4,4,47000.0
2306,Яккасарайский,1,30.0,4,5,33500.0
2307,Яккасарайский,2,50.0,2,5,52000.0
2308,Мирабадский,4,120.0,7,8,95000.0
2309,Яшнободский,2,65.0,5,5,68000.0
2310,Яккасарайский,3,70.0,2,7,75000.0
2311,Яшнободский,2,52.0,1,4,40000.0
2312,Яшнободский,3,80.0,4,5,90000.0
2313,Мирзо-Улугбекский,3,75.0,6,7,69000.0
2314,Юнусабадский,3,131.0,4,8,125000.0
2315,Мирзо-Улугбекский,2,62.0,2,4,73000.0
2316,Яшнободский,3,86.0,4,9,89000.0
2317,Яккасарайский,2,61.0,1,5,54000.0
2318,Мирзо-Улугбекский,2,50.0,3,4,33500.0
2319,Мирабадский,3,130.0,2,8,110000.0
2320,Мирзо-Улугбекский,2,64.0,5,5,34000.0
2321,Учтепинский,4,90.0,5,5,42000.0
2322,Мирзо-Улугбекский,1,33.0,4,4,23000.0
2323,Мирзо-Улугбекский,2,51.0,3,4,35000.0
2324,Мирзо-Улугбекский,1,19.0,4,4,20500.0
2325,Мирзо-Улугбекский,2,38.0,2,4,35500.0
2326,Мирзо-Улугбекский,1,30.0,5,5,23500.0
2327,Мирзо-Улугбекский,2,52.0,1,2,31000.0
2328,Яккасарайский,2,52.0,1,3,54000.0
2329,Яккасарайский,2,57.0,3,4,54998.0
2330,Яшнободский,2,58.0,4,9,39000.0
2331,Мирзо-Улугбекский,5,100.0,4,4,48000.0
2332,Мирзо-Улугбекский,2,60.0,6,9,38500.0
2333,Мирзо-Улугбекский,2,52.0,5,5,32000.0
2334,Яккасарайский,1,39.0,1,5,26700.0
2335,Шайхантахурский,4,93.0,9,9,56000.0
2336,Юнусабадский,2,63.0,3,4,45000.0
2337,Чиланзарский,1,27.0,3,3,19500.0
2338,Мирабадский,4,3.0,1,1,50000.0
2339,Юнусабадский,3,70.0,3,4,57000.0
2340,Мирзо-Улугбекский,2,63.0,4,9,46000.0
2341,Мирзо-Улугбекский,1,23.0,2,3,17500.0
2343,Мирзо-Улугбекский,3,75.0,3,7,65000.0
2344,Мирзо-Улугбекский,3,80.0,1,4,92000.0
2345,Юнусабадский,1,28.0,3,4,26500.0
2346,Сергелийский,3,90.0,3,9,45000.0
2347,Мирзо-Улугбекский,2,50.0,2,4,48000.0
2348,Яккасарайский,3,79.0,8,9,74000.0
2349,Мирабадский,5,110.0,5,9,135000.0
2350,Мирабадский,3,76.0,7,16,63000.0
2351,Мирабадский,4,110.0,9,9,85000.0
2352,Яшнободский,3,87.0,8,9,43000.0
2353,Сергелийский,5,108.0,4,5,46500.0
2354,Мирабадский,4,150.0,6,9,145000.0
2355,Яккасарайский,2,65.0,2,9,48500.0
2356,Чиланзарский,2,43.0,2,4,36000.0
2359,Юнусабадский,1,40.0,3,5,30000.0
2360,Мирабадский,3,100.0,7,9,90000.0
2361,Мирабадский,3,105.0,7,8,93000.0
2362,Шайхантахурский,1,43.0,3,4,38500.0
2363,Олмазорский,2,53.0,2,4,23500.0
2364,Мирабадский,3,80.0,2,4,80000.0
2365,Сергелийский,2,59.0,2,7,25000.0
2366,Яккасарайский,3,75.0,5,9,47000.0
2367,Олмазорский,1,42.0,4,5,22800.0
2368,Мирзо-Улугбекский,3,83.0,5,8,110000.0
2369,Мирабадский,3,80.0,8,9,53000.0
2370,Мирабадский,2,60.0,8,9,32000.0
2371,Мирабадский,2,60.0,9,9,35000.0
2372,Юнусабадский,1,25.0,3,4,23501.0
2373,Мирабадский,2,60.0,5,8,42000.0
2374,Сергелийский,2,73.0,3,7,35200.0
2375,Яккасарайский,4,190.0,7,8,200000.0
2376,Яккасарайский,2,100.0,8,8,120000.0
2377,Шайхантахурский,2,46.0,5,9,24500.0
2378,Юнусабадский,3,60.0,3,4,33200.0
2379,Мирзо-Улугбекский,3,80.0,7,9,90000.0
2380,Олмазорский,3,70.0,2,4,55000.0
2381,Яккасарайский,3,90.0,3,4,120000.0
2382,Мирзо-Улугбекский,3,70.0,9,9,45000.0
2383,Яккасарайский,3,80.0,1,10,95000.0
2384,Яккасарайский,3,80.0,4,4,80000.0
2385,Мирабадский,3,103.0,4,8,103000.0
2386,Мирабадский,2,63.0,6,16,76000.0
2387,Яккасарайский,1,39.0,2,5,26500.0
2388,Яккасарайский,2,64.0,1,5,42000.0
2389,Яккасарайский,3,67.0,7,9,47000.0
2390,Яккасарайский,3,67.0,4,4,52000.0
2391,Яккасарайский,4,105.0,1,4,135000.0
2392,Шайхантахурский,3,107.0,4,4,75000.0
2394,Яшнободский,2,60.0,4,8,55000.0
2395,Мирзо-Улугбекский,2,52.0,2,4,40500.0
2396,Юнусабадский,3,67.0,4,5,46000.0
2397,Яшнободский,3,70.0,2,9,70000.0
2398,Мирзо-Улугбекский,3,65.0,9,9,45500.0
2399,Мирзо-Улугбекский,2,48.0,2,5,39000.0
2400,Мирзо-Улугбекский,3,70.0,4,5,61000.0
2401,Сергелийский,3,75.0,1,7,60000.0
2403,Сергелийский,6,150.0,1,7,120000.0
2404,Яшнободский,3,80.0,4,9,65000.0
2405,Шайхантахурский,3,92.0,5,8,123000.0
2406,Олмазорский,4,96.0,4,4,51999.0
2407,Юнусабадский,4,80.0,3,4,95000.0
2408,Юнусабадский,2,50.0,7,9,39000.0
2409,Мирзо-Улугбекский,2,52.0,2,4,40500.0
2410,Шайхантахурский,3,96.0,4,8,110000.0
2411,Чиланзарский,2,52.0,3,4,36000.0
2412,Яккасарайский,4,140.0,9,12,121861.0
2413,Мирзо-Улугбекский,4,135.0,3,4,129000.0
2414,Шайхантахурский,3,76.0,5,5,60000.0
2415,Чиланзарский,3,153.0,2,9,112000.0
2416,Чиланзарский,4,107.0,4,4,84000.0
2417,Учтепинский,1,41.0,1,5,35000.0
2418,Олмазорский,4,210.0,4,9,85000.0
2419,Яшнободский,3,79.0,4,9,62000.0
2420,Учтепинский,1,44.0,5,5,24000.0
2421,Учтепинский,4,96.0,8,9,67000.0
2422,Учтепинский,3,72.0,5,5,45500.0
2423,Учтепинский,2,45.0,1,4,35000.0
2425,Мирабадский,3,135.0,5,5,160000.0
2426,Мирзо-Улугбекский,3,75.0,3,4,72000.0
2428,Мирабадский,2,45.0,5,6,56000.0
2429,Яккасарайский,2,52.0,1,3,54000.0
2430,Яккасарайский,2,57.0,3,4,55000.0
2431,Яккасарайский,2,57.0,2,3,55000.0
2432,Мирабадский,2,48.0,3,4,34000.0
2433,Мирзо-Улугбекский,1,46.0,2,4,60000.0
2434,Мирзо-Улугбекский,3,118.0,2,7,72000.0
2435,Юнусабадский,3,58.0,4,4,68000.0
2436,Учтепинский,4,82.0,4,5,47500.0
2437,Мирабадский,2,62.0,9,12,53000.0
2438,Яккасарайский,2,51.0,5,5,56000.0
2439,Яккасарайский,2,58.0,1,4,57997.0
2440,Яккасарайский,2,50.0,4,4,59000.0
2441,Мирабадский,3,105.0,5,9,110000.0
2442,Учтепинский,2,65.0,7,9,36500.0
2443,Яккасарайский,4,96.0,3,9,63000.0
2444,Шайхантахурский,4,90.0,1,4,105000.0
2445,Мирабадский,2,60.0,3,9,48000.0
2446,Юнусабадский,3,70.0,2,5,47500.0
2447,Яккасарайский,2,60.0,2,3,60000.0
2448,Яккасарайский,2,72.0,7,9,64000.0
2449,Мирабадский,3,75.0,2,9,74000.0
2450,Яккасарайский,2,54.0,3,4,65000.0
2451,Шайхантахурский,1,30.0,1,4,29000.0
2452,Яккасарайский,2,59.0,2,4,65000.0
2453,Мирзо-Улугбекский,1,33.0,1,4,29000.0
2454,Яккасарайский,2,61.0,2,3,67000.0
2456,Яккасарайский,2,55.0,4,5,67000.0
2457,Мирзо-Улугбекский,2,52.0,2,4,33000.0
2458,Яккасарайский,2,54.0,2,4,69000.0
2459,Чиланзарский,3,70.0,3,4,48000.0
2460,Учтепинский,4,100.0,6,9,60000.0
2461,Учтепинский,3,65.0,1,4,46600.0
2462,Чиланзарский,3,70.0,3,3,40000.0
2463,Шайхантахурский,3,82.0,8,9,46500.0
2464,Яккасарайский,3,189.0,1,4,142500.0
2465,Чиланзарский,2,54.0,3,4,36000.0
2466,Шайхантахурский,3,74.0,4,4,46500.0
