location,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,5,135,3,9,105000,41.3029081,69.279218
"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,4,110,5,8,120000,41.2638329,69.2254764
"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,2,65,2,9,41500,41.2697288,69.2512486
"город Ташкент, Яшнободский район, Садыка Азимова",Яшнободский,3,75,6,9,85000,41.3052221,69.2898134
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,76,2,4,58000,41.271386,69.1961168
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,108,8,8,120000,41.3245206,69.2773236
"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,2,64,2,9,41000,41.3709551,69.307123
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,42,4,4,27000,41.2807837,69.223683
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,2,50,3,4,35500,41.2710841,69.1849411
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,58,8,9,31500,41.2770171,69.1909015
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,4,124,5,5,87000,41.2798237,69.2058023
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,48,2,4,45000,41.2770171,69.1909015
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,47,4,4,30000,41.3550649,69.3585936
"город Ташкент, Юнусабадский район, Ул дехкон",Юнусабадский,3,76,3,5,48000,41.3634707,69.2885211
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,1,41,4,4,34000,41.314662,69.293391
"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,2,50,2,4,42200,41.3550649,69.3585936
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,50,5,5,31000,41.2770171,69.1909015
"город Ташкент, Мирзо-Улугбекский район, Мусаввирлар (Художников) ",Мирзо-Улугбекский,1,35,3,5,25500,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, городской посёлок Улугбек",Мирзо-Улугбекский,2,56,2,2,32000,41.3292204,69.3473509
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,5,109,5,5,83000,41.2798237,69.2058023
"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,166,6,9,141500,41.2910722,69.2769129
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,70,3,5,49000,41.260048,69.162198
"город Ташкент, Яшнободский район, Чулпон",Яшнободский,3,103,7,9,64996,41.2968466,69.3649686
"город Ташкент, Мирабадский район, Нукус",Мирабадский,5,236,8,9,190000,41.2910722,69.2769129
"город Ташкент, Шайхантахурский район, Бешагач",Шайхантахурский,3,70,4,9,56000,41.2834892,69.2665263
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,52,4,5,32000,41.2673079,69.2415634
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,58,1,5,36000,41.2673079,69.2415634
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,65,1,9,55000,41.3104865,69.2922234
"город Ташкент, Мирзо-Улугбекский район, Зиёлилар",Мирзо-Улугбекский,2,40,1,3,25000,41.3373845,69.329196
"город Ташкент, Яшнободский район, Асалабад-2",Яшнободский,3,76,2,4,54000,41.286283,69.3235123
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,3,105,6,9,80000,41.2916859,69.2177228
"город Ташкент, Мирабадский район, Сарыкульская",Мирабадский,3,65,4,4,33500,41.2754948,69.2907919
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,1,28,4,4,30500,41.2847707,69.2288981
"город Ташкент, Яшнободский район, Тузель 2-й квартал",Яшнободский,5,110,3,5,58000,41.292043,69.3607599
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал",Учтепинский,2,52,1,4,37000,41.290141,69.1871763
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,78,3,9,45000,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Учтепинский,3,65,4,4,35000,41.2879715,69.1692951
"город Ташкент, Учтепинский район, Гулистон",Учтепинский,2,50,4,4,40500,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Гулистон",Учтепинский,2,72,9,9,36000,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Кизил Шарк",Учтепинский,2,50,1,4,46500,41.3239274,69.2143264
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,70,4,4,48000,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,71,2,4,45000,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,4,90,3,5,66000,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,3,70,4,5,46500,41.2978921,69.1804708
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,3,72,8,9,42500,41.2978921,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар квартал И",Чиланзарский,3,64,5,9,51000,41.259418,69.1804708
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,3,92,1,4,65000,41.2797359,69.1670599
"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Шайхантахурский,2,59,2,9,51000,41.3365221,69.2824454
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,6,184,9,9,103000,41.2710841,69.1849411
